DATE,Unemployment Loss,Inflation Loss
2002-12-31,6.0,-0.2309980411598227
2003-01-31,0.7020099999999996,-0.21993957703927247
2003-02-28,0.8054983333333334,-0.27276345785036504
2003-03-31,0.8089866666666667,-0.23145314796519756
2003-04-30,0.9124749999999997,-0.4021720848650805
2003-05-31,1.0159159999999998,-0.36915433632142935
2003-06-30,1.2193569999999996,-0.4723769814169092
2003-07-31,1.1227980000000004,-0.4252439257700562
2003-08-31,1.0261791455891922,-0.5106865400909193
2003-09-30,1.0295602911783854,-0.5345628708270693
2003-10-31,0.9329414367675781,-0.43461698708411145
2003-11-30,0.7362522911783849,-0.3945199614684851
2003-12-31,0.639563145589193,-0.36155171389533436
2004-01-31,0.642874,-0.17152084347504637
2004-02-29,0.5461051924540197,-0.14676484188809003
2004-03-31,0.7493363849080392,-0.13907237729952993
2004-04-30,0.5525675773620593,0.01258159114559021
2004-05-31,0.5557090515747065,0.004959263195194019
2004-06-30,0.5588505257873528,0.10885317095046432
2004-07-31,0.4619920000000004,-0.023519994349550544
2004-08-31,0.36503510372924897,-0.09982950202833507
2004-09-30,0.3680782074584963,-0.05199380019726796
2004-10-31,0.47112131118774414,-0.016877637130783718
2004-11-30,0.37405554079182934,0.06233833116800103
2004-12-31,0.3769897703959151,0.06560366594970013
2005-01-31,0.2799239999999994,0.17109942516002796
2005-02-28,0.38273699999999966,0.17457102279341452
2005-03-31,0.1855500000000001,0.2557701694442267
2005-04-30,0.18836299999999984,0.10849658050307198
2005-05-31,0.09102383999985353,0.17738574802055496
2005-06-30,-0.006315320000291891,0.08610228257728458
2005-07-31,-0.0036544800004376654,0.11478967539362461
2005-08-31,-0.1013419119647585,0.15898731840158398
2005-09-30,0.0009706560709208389,0.19411906983173477
2005-10-31,0.003283224106599647,0.2640555325702083
2005-11-30,0.006516570473031891,0.30621910801729335
2005-12-31,-0.09025008316053462,0.28035413636311635
2006-01-31,-0.28701673679410256,0.14322396576318575
2006-02-28,-0.1835893164835607,0.13854392161332285
2006-03-31,-0.280161896173019,0.16736563355952594
2006-04-30,-0.2767344758624768,0.3612482829865167
2006-05-31,-0.3731600365039762,0.4085466018647361
2006-06-30,-0.3695855971454751,0.5959470168685606
2006-07-31,-0.2660111577869735,0.545783404928792
2006-08-31,-0.2623541320224563,0.6702209370623065
2006-09-30,-0.45869710625793836,0.6057163465873279
2006-10-31,-0.5550400804934208,0.4971342518711692
2006-11-30,-0.4513757137051915,0.284497253671125
2006-12-31,-0.5477113469169614,0.3157376094600224
2007-01-31,-0.34404698012873247,0.5004748444186209
2007-02-28,-0.4404541798248234,0.5566945910069361
2007-03-31,-0.5368613795209143,0.37835673126125524
2007-04-30,-0.4332685792170059,0.21140303208420264
2007-05-31,-0.5298207659585756,0.07644228109962192
2007-06-30,-0.3263729527001473,-0.012645796321029579
2007-07-31,-0.22292513944171688,0.040523855719200697
2007-08-31,-0.3196815345295807,-0.014214046822756288
2007-09-30,-0.21643792961744257,0.10237258347978351
2007-10-31,-0.21319432470530586,0.18411473181001625
2007-11-30,-0.2101934560897627,0.3353936524636243
2007-12-31,0.0928074125257794,0.4045091386669437
2008-01-31,0.09580828114132256,0.1931306613182766
2008-02-29,-0.00144800244004184,0.07202601725056113
2008-03-31,0.2012957139785918,0.1688108484005708
2008-04-30,0.1040394303972274,0.0832655187005722
2008-05-31,0.5065360337255438,0.14908097797814612
2008-06-30,0.70903263705386,0.2147926945382146
2008-07-31,0.9115292403821762,0.24495748841329057
2008-08-31,1.2138117284603975,0.2178833022297617
2008-09-30,1.2160942165386182,0.044021774210902365
